Timestamp    | Direction  | Target   | Bytes | Payload Data
4.144024     | OUT        | 7.2      | 1     | 00
4.157834     | IN         | 7.6      | 0     | []
4.164275     | IN         | 7.6      | 0     | []
4.175268     | IN         | 7.6      | 0     | []
4.175561     | IN         | 7.6      | 0     | []
4.180684     | IN         | 7.6      | 0     | []
4.182175     | OUT        | 7.5      | 0     | []
4.207290     | IN         | 7.6      | 0     | []
4.214905     | OUT        | 7.5      | 0     | []
4.215807     | IN         | 7.6      | 0     | []
4.226818     | IN         | 7.6      | 0     | []
4.228031     | IN         | 7.6      | 0     | []
4.228359     | OUT        | 7.5      | 0     | []
4.234241     | OUT        | 7.5      | 0     | []
4.252246     | OUT        | 7.2      | 1     | 00
4.262632     | OUT        | 7.2      | 1     | 00
4.267361     | IN         | 7.6      | 0     | []
4.268668     | IN         | 7.6      | 0     | []
4.282252     | OUT        | 7.5      | 0     | []
4.283182     | IN         | 7.6      | 0     | []
4.289195     | IN         | 7.6      | 0     | []
4.295045     | OUT        | 7.5      | 0     | []
4.311393     | OUT        | 7.5      | 0     | []
4.314349     | IN         | 7.6      | 0     | []
4.315289     | IN         | 7.6      | 0     | []
4.326051     | IN         | 7.6      | 0     | []
4.355086     | IN         | 7.6      | 0     | []
4.361974     | IN         | 7.3      | 0     | []
4.366434     | OUT        | 7.5      | 0     | []
4.367355     | IN         | 7.6      | 0     | []
4.374804     | IN         | 7.6      | 0     | []
4.379816     | OUT        | 7.2      | 1     | 00
4.428813     | IN         | 7.6      | 0     | []
4.430513     | IN         | 7.6      | 0     | []
4.437500     | IN         | 7.6      | 0     | []
4.442447     | OUT        | 7.5      | 0     | []
4.444480     | OUT        | 7.5      | 0     | []
4.472919     | OUT        | 7.5      | 0     | []
4.482557     | OUT        | 7.5      | 0     | []
4.489375     | OUT        | 7.5      | 0     | []
4.493830     | OUT        | 7.2      | 1     | 00
4.494758     | IN         | 7.6      | 0     | []
4.505470     | IN         | 7.6      | 0     | []
4.513759     | OUT        | 7.5      | 0     | []
4.514657     | OUT        | 7.5      | 0     | []
4.524323     | IN         | 7.3      | 1     | 7f
4.545319     | IN         | 7.6      | 0     | []
4.551668     | OUT        | 7.5      | 0     | []
4.552297     | IN         | 7.6      | 0     | []
4.553516     | OUT        | 7.5      | 0     | []
4.568248     | IN         | 7.6      | 0     | []
4.569121     | OUT        | 7.5      | 0     | []
4.573451     | OUT        | 7.2      | 0     | []
4.579219     | OUT        | 7.5      | 0     | []
4.605212     | OUT        | 7.5      | 0     | []
4.618039     | IN         | 7.6      | 0     | []
4.627283     | OUT        | 7.5      | 0     | []
4.629972     | IN         | 7.6      | 0     | []
4.640166     | IN         | 7.6      | 0     | []
4.648133     | OUT        | 7.5      | 0     | []
4.655050     | IN         | 7.6      | 0     | []
4.655910     | IN         | 7.3      | 0     | []
4.658658     | OUT        | 7.5      | 0     | []
4.669780     | OUT        | 7.5      | 0     | []
4.672626     | IN         | 7.6      | 0     | []
4.677447     | IN         | 7.3      | 1     | 33
4.678978     | IN         | 7.3      | 1     | 90
4.687965     | OUT        | 7.2      | 1     | 00
4.692813     | IN         | 7.6      | 0     | []
4.718181     | OUT        | 7.5      | 0     | []
4.734104     | OUT        | 7.5      | 0     | []
4.751340     | OUT        | 7.5      | 0     | []
4.759096     | IN         | 7.6      | 0     | []
4.766673     | IN         | 7.6      | 0     | []
4.789550     | OUT        | 7.5      | 0     | []
4.805009     | OUT        | 7.5      | 0     | []
4.805335     | OUT        | 7.5      | 0     | []
4.808024     | IN         | 7.6      | 0     | []
4.812419     | IN         | 7.6      | 0     | []
4.820238     | OUT        | 7.5      | 0     | []
4.822730     | OUT        | 7.5      | 0     | []
4.826449     | IN         | 7.3      | 1     | 33
4.829445     | OUT        | 7.2      | 1     | 00
4.833636     | IN         | 7.3      | 0     | []
4.849294     | OUT        | 7.5      | 0     | []
4.864091     | OUT        | 7.2      | 1     | 00
4.871792     | OUT        | 7.5      | 0     | []
4.873219     | IN         | 7.6      | 0     | []
4.878083     | OUT        | 7.5      | 0     | []
4.891896     | OUT        | 7.2      | 1     | 00
4.893730     | IN         | 7.3      | 1     | 90
4.895576     | IN         | 7.3      | 1     | 7f
4.912076     | IN         | 7.6      | 0     | []
4.918860     | IN         | 7.6      | 0     | []
4.919451     | IN         | 7.6      | 0     | []
4.922757     | OUT        | 7.2      | 1     | 00
4.934124     | IN         | 7.6      | 0     | []
4.967440     | IN         | 7.3      | 1     | 24
4.967889     | IN         | 7.3      | 1     | 00
4.968332     | IN         | 7.3      | 1     | 00
4.980592     | OUT        | 7.5      | 0     | []
4.981821     | IN         | 7.6      | 0     | []
4.982713     | IN         | 7.6      | 0     | []
4.991745     | OUT        | 7.2      | 1     | 00
5.002894     | OUT        | 7.2      | 1     | 00
5.011288     | OUT        | 7.2      | 1     | 00
5.014121     | IN         | 7.3      | 1     | 7f
5.014887     | IN         | 7.3      | 1     | 63
5.015766     | IN         | 7.3      | 1     | 90
5.024200     | OUT        | 7.5      | 0     | []
5.026153     | OUT        | 7.5      | 0     | []
5.028588     | OUT        | 7.2      | 1     | 00
5.031096     | IN         | 7.6      | 0     | []
5.034926     | IN         | 7.3      | 1     | 4f
5.044307     | IN         | 7.6      | 0     | []
5.050259     | IN         | 7.3      | 1     | 24
5.051103     | IN         | 7.3      | 1     | 7f
5.051558     | IN         | 7.3      | 1     | 90
5.057896     | IN         | 7.6      | 0     | []
5.059649     | OUT        | 7.5      | 0     | []
5.070540     | IN         | 7.3      | 1     | 00
5.084830     | OUT        | 7.2      | 1     | 00
5.085394     | IN         | 7.3      | 1     | 90
5.086190     | IN         | 7.3      | 1     | 90
5.087250     | IN         | 7.3      | 1     | 7f
5.093848     | OUT        | 7.5      | 0     | []
5.098402     | OUT        | 7.5      | 0     | []
5.103491     | OUT        | 7.5      | 0     | []
5.103673     | IN         | 7.3      | 1     | 90
5.103783     | IN         | 7.3      | 1     | 00
5.115497     | IN         | 7.6      | 0     | []
5.131301     | OUT        | 7.5      | 1     | 00
5.138990     | OUT        | 7.5      | 0     | []
5.144108     | IN         | 7.6      | 0     | []
5.146452     | IN         | 7.6      | 0     | []
5.163738     | OUT        | 7.5      | 0     | []
5.184462     | IN         | 7.3      | 1     | 90
5.184659     | IN         | 7.3      | 1     | 7f
5.185432     | IN         | 7.3      | 1     | 62
5.186212     | IN         | 7.3      | 1     | 4e
5.187002     | IN         | 7.6      | 0     | []
5.194949     | IN         | 7.6      | 0     | []
5.199222     | IN         | 7.6      | 0     | []
5.203037     | IN         | 7.3      | 1     | 00
5.218868     | IN         | 7.6      | 0     | []
5.230739     | IN         | 7.6      | 0     | []
5.238307     | IN         | 7.3      | 1     | 23
5.238993     | IN         | 7.3      | 1     | 7f
5.240390     | IN         | 7.6      | 0     | []
5.240700     | OUT        | 7.5      | 0     | []
5.243167     | IN         | 7.6      | 0     | []
5.251101     | OUT        | 7.2      | 1     | 00
5.255426     | OUT        | 7.2      | 1     | 00
5.256090     | IN         | 7.3      | 1     | 90
5.256398     | IN         | 7.3      | 1     | 90
5.256936     | IN         | 7.3      | 1     | 90
5.279485     | IN         | 7.6      | 0     | []
5.280629     | IN         | 7.3      | 1     | 90
5.281333     | IN         | 7.3      | 1     | 62
5.296308     | IN         | 7.3      | 1     | 00
5.296661     | IN         | 7.3      | 1     | 4e
5.301466     | OUT        | 7.5      | 0     | []
5.310887     | IN         | 7.6      | 0     | []
5.311516     | IN         | 7.6      | 0     | []
5.317337     | IN         | 7.6      | 0     | []
5.318858     | IN         | 7.6      | 0     | []
5.321342     | OUT        | 7.5      | 0     | []
5.334579     | OUT        | 7.5      | 0     | []
5.336307     | IN         | 7.6      | 0     | []
5.343689     | OUT        | 7.5      | 0     | []
5.349818     | IN         | 7.3      | 1     | 23
5.350572     | IN         | 7.3      | 1     | 62
5.351556     | IN         | 7.3      | 1     | 4e
5.366135     | IN         | 7.3      | 1     | 00
5.368847     | OUT        | 7.5      | 0     | []
5.379142     | IN         | 7.6      | 0     | []
5.395138     | IN         | 7.6      | 0     | []
5.414807     | IN         | 7.6      | 0     | []
5.415116     | OUT        | 7.2      | 1     | 00
5.422434     | IN         | 7.3      | 1     | 62
5.430583     | IN         | 7.3      | 1     | 23
5.430996     | IN         | 7.3      | 1     | 90
5.431306     | IN         | 7.3      | 1     | 90
5.431460     | IN         | 7.3      | 1     | 00
5.432628     | OUT        | 7.5      | 0     | []
5.450261     | IN         | 7.6      | 0     | []
5.452620     | OUT        | 7.5      | 0     | []
5.464170     | IN         | 7.6      | 0     | []
5.485379     | IN         | 7.6      | 0     | []
5.492411     | OUT        | 7.5      | 0     | []
5.493937     | IN         | 7.3      | 1     | 00
5.504112     | OUT        | 7.5      | 0     | []
5.535449     | OUT        | 7.5      | 0     | []
5.536103     | IN         | 7.6      | 0     | []
5.542763     | IN         | 7.6      | 0     | []
5.546919     | OUT        | 7.5      | 0     | []
5.549239     | OUT        | 7.2      | 1     | 00
5.551391     | OUT        | 7.5      | 0     | []
5.555394     | IN         | 7.3      | 1     | 90
5.555595     | OUT        | 7.2      | 1     | 00
5.555752     | IN         | 7.3      | 1     | 00
5.555939     | IN         | 7.3      | 1     | 63
5.557973     | OUT        | 7.5      | 0     | []
5.576986     | IN         | 7.6      | 0     | []
5.581834     | OUT        | 7.2      | 1     | 00
5.595274     | OUT        | 7.2      | 1     | 00
5.605911     | IN         | 7.6      | 0     | []
5.610344     | IN         | 7.3      | 1     | 63
5.615098     | IN         | 7.6      | 0     | []
5.615713     | IN         | 7.6      | 0     | []
5.618431     | IN         | 7.3      | 1     | 00
5.618939     | IN         | 7.3      | 1     | 00
5.637463     | OUT        | 7.2      | 1     | 00
5.644098     | OUT        | 7.5      | 0     | []
5.651186     | IN         | 7.6      | 0     | []
5.655767     | OUT        | 7.5      | 0     | []
5.664831     | OUT        | 7.5      | 0     | []
5.681267     | IN         | 7.3      | 1     | 90
5.683079     | IN         | 7.3      | 1     | 90
5.692942     | IN         | 7.3      | 1     | 00
5.726136     | IN         | 7.6      | 0     | []
5.736306     | IN         | 7.6      | 0     | []
5.737016     | IN         | 7.3      | 1     | 33
5.737445     | IN         | 7.3      | 1     | 90
5.738756     | IN         | 7.3      | 1     | 7f
5.740226     | OUT        | 7.5      | 0     | []
5.786243     | IN         | 7.6      | 0     | []
