# Control-plane events: capture_2026-08-17_linux_ratechange_parsed.txt
#
# t(ms) is relative to the first transfer of the event.
# gap(ms) is from the completion of the previous transfer.
# stream is bulk packets seen on EP 0x05/0x86 since the previous transfer.

================================================================================================
EVENT 1  [enumeration]  at 3.364526 s, 2 transfers, span 1000.830 ms
================================================================================================
     t(ms) |   gap(ms) |  dur(us) | stream | Request
------------------------------------------------------------------------------------------------
     0.000 |           | 1000717.0 |  33401 | GET_DESCRIPTOR wValue=0x0300 len=4
  1000.830 |     0.113 |      0.0 |   9935 | GET_DESCRIPTOR wValue=0x0300 len=4

================================================================================================
EVENT 2  [init+rate]  at 5.845873 s, 125 transfers, span 7380.304 ms
================================================================================================
     t(ms) |   gap(ms) |  dur(us) | stream | Request
------------------------------------------------------------------------------------------------
  2558.372 |     0.071 |     51.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 96000 Hz
  2558.540 |     0.117 |     51.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 96000 Hz
  2558.702 |     0.111 |     52.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 96000 Hz
  2558.873 |     0.119 |     52.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 96000 Hz
  2559.042 |     0.117 |    113.0 |      0 | GET_RATE ep=0x86 wValue=0x0100 len=3 -> 96000 Hz
  2610.242 |    51.087 |     29.0 |      0 | GET_STATUS len=1 -> 32
  2610.362 |     0.091 |     29.0 |      0 | GET_STATUS len=1 -> 32

================================================================================================
EVENT 6  [init+rate]  at 20.878293 s, 37 transfers, span 2213.935 ms
================================================================================================
     t(ms) |   gap(ms) |  dur(us) | stream | Request
------------------------------------------------------------------------------------------------
     0.000 |           |  86913.0 |  19041 | GET_FIRMWARE len=3 -> 31 01 06
    93.293 |     6.380 |     23.0 |      0 | SET_INTERFACE intf=1 alt=0
    93.753 |     0.437 |     23.0 |      0 | SET_INTERFACE intf=0 alt=0
    99.235 |     5.459 |     24.0 |      0 | SET_INTERFACE intf=0 alt=1
   100.179 |     0.920 |     34.0 |      0 | SET_INTERFACE intf=1 alt=1
   100.632 |     0.419 |     24.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x86
   101.018 |     0.362 |     23.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x05
   101.300 |     0.259 |     24.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x83
   101.590 |     0.266 |     29.0 |      0 | GET_STATUS len=1 -> 32
   101.680 |     0.061 |    113.0 |      0 | GET_RATE ep=none wValue=0x0100 len=3 -> 96000 Hz
   152.314 |    50.521 |     58.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 44100 Hz
   163.478 |    11.106 |     51.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 44100 Hz
   163.619 |     0.090 |     51.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 44100 Hz
   163.793 |     0.123 |     54.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 44100 Hz
   163.968 |     0.121 |     52.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 44100 Hz
   164.126 |     0.106 |     51.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 44100 Hz
   164.292 |     0.115 |    120.0 |      0 | GET_RATE ep=0x86 wValue=0x0100 len=3 -> 44100 Hz
   215.554 |    51.142 |     30.0 |      0 | GET_STATUS len=1 -> 32
   215.703 |     0.119 | 1869175.0 |      0 | GET_STATUS len=1 -> 32
  2091.191 |     6.313 |     24.0 |  17542 | SET_INTERFACE intf=1 alt=0
  2091.634 |     0.419 |     24.0 |      0 | SET_INTERFACE intf=0 alt=0
  2097.152 |     5.494 |     24.0 |      0 | SET_INTERFACE intf=0 alt=1
  2098.264 |     1.088 |     24.0 |      0 | SET_INTERFACE intf=1 alt=1
  2098.775 |     0.487 |     23.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x86
  2099.217 |     0.419 |     24.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x05
  2099.629 |     0.388 |     23.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x83
  2099.978 |     0.326 |     35.0 |      0 | GET_STATUS len=1 -> 32
  2100.076 |     0.063 |    121.0 |      0 | GET_RATE ep=none wValue=0x0100 len=3 -> 44100 Hz
  2151.321 |    51.124 |     52.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 88200 Hz
  2162.490 |    11.117 |     58.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 88200 Hz
  2162.667 |     0.119 |     51.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 88200 Hz
  2162.836 |     0.118 |     52.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 88200 Hz
  2163.003 |     0.115 |     48.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 88200 Hz
  2163.110 |     0.059 |     51.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 88200 Hz
  2163.285 |     0.124 |    120.0 |      0 | GET_RATE ep=0x86 wValue=0x0100 len=3 -> 88200 Hz
  2213.761 |    50.356 |     37.0 |      0 | GET_STATUS len=1 -> 32
  2213.906 |     0.108 |     29.0 |      0 | GET_STATUS len=1 -> 32

================================================================================================
EVENT 7  [init+rate]  at 24.034023 s, 71 transfers, span 2636.475 ms
================================================================================================
     t(ms) |   gap(ms) |  dur(us) | stream | Request
------------------------------------------------------------------------------------------------
     0.000 |           | 114283.0 |  18660 | GET_FIRMWARE len=3 -> 31 01 06
   120.597 |     6.314 |     29.0 |      0 | SET_INTERFACE intf=1 alt=0
   121.037 |     0.411 |     24.0 |      0 | SET_INTERFACE intf=0 alt=0
   126.579 |     5.518 |     26.0 |      0 | SET_INTERFACE intf=0 alt=1
   127.776 |     1.171 |     30.0 |      0 | SET_INTERFACE intf=1 alt=1
   128.217 |     0.411 |     23.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x86
   128.643 |     0.403 |     23.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x05
   129.045 |     0.379 |     23.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x83
   129.378 |     0.310 |     30.0 |      0 | GET_STATUS len=1 -> 32
   129.448 |     0.040 |    114.0 |      0 | GET_RATE ep=none wValue=0x0100 len=3 -> 88200 Hz
   180.611 |    51.049 |     51.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 48000 Hz
   191.126 |    10.464 |     58.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 48000 Hz
   191.271 |     0.087 |     51.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 48000 Hz
   191.443 |     0.121 |     51.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 48000 Hz
   191.614 |     0.120 |     51.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 48000 Hz
   191.780 |     0.115 |     52.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 48000 Hz
   191.916 |     0.084 |    117.0 |      0 | GET_RATE ep=0x86 wValue=0x0100 len=3 -> 48000 Hz
   243.130 |    51.097 |     40.0 |      0 | GET_STATUS len=1 -> 32
   243.293 |     0.123 |  92349.0 |      0 | GET_STATUS len=1 -> 32
   398.492 |    62.850 |  49117.0 |    291 | GET_DESCRIPTOR wValue=0x0100 len=64 -> 12 01 00 02 ff ff ff 40 0c 20 37 10 00 01 01 02 03 01
   503.297 |    55.688 |     22.0 |      0 | SET_ADDRESS wValue=0x0022
   519.179 |    15.860 |     95.0 |      0 | GET_DESCRIPTOR wValue=0x0100 len=18 -> 12 01 00 02 ff ff ff 40 0c 20 37 10 00 01 01 02 03 01
   519.378 |     0.104 |    205.0 |      0 | GET_DESCRIPTOR wValue=0x0200 len=73 -> 09 02 49 00 02 01 00 c0 00 09 04 00 00 00 ff 00 00 00 09 04 00 01 03 ff 00 00 00 07 05 02 05 04 00 01 07 05 83 02 00 02 01 07 05 05 02 00 02 01 09 04 01 00 00 ff 00 00 00 09 04 01 01 01 ff 00
   519.675 |     0.092 |     93.0 |      0 | GET_DESCRIPTOR wValue=0x0303 wIndex=0x0409 len=255 -> 22 03 6e 00 6f 00 20 00 73 00 65 00 72 00 69 00 61 00 6c 00 20 00 6e 00 75 00 6d 00 62 00 65 00 72 00
   519.862 |     0.094 |     24.0 |      0 | SET_CONFIGURATION wValue=0x0001
   520.276 |     0.390 |     24.0 |      0 | SET_INTERFACE intf=0 alt=1
   521.348 |     1.048 |     24.0 |      0 | SET_INTERFACE intf=1 alt=1
   521.741 |     0.369 |     36.0 |      0 | GET_FIRMWARE len=3 -> 31 01 06
   528.064 |     6.287 |     24.0 |      0 | SET_INTERFACE intf=0 alt=1
   529.145 |     1.057 |     24.0 |      0 | SET_INTERFACE intf=1 alt=1
   529.555 |     0.386 |     38.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x86
   530.011 |     0.418 |     27.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x05
   530.362 |     0.324 |     24.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x83
   530.715 |     0.329 |     37.0 |      0 | GET_STATUS len=1 -> 32
   530.833 |     0.081 |     30.0 |      0 | GET_STATUS len=1 -> 32
   530.907 |     0.044 |     29.0 |      0 | GET_STATUS len=1 -> 32
   530.945 |     0.009 |    121.0 |      0 | GET_RATE ep=none wValue=0x0100 len=3 -> 48000 Hz
   531.075 |     0.009 |     29.0 |      0 | GET_FIRMWARE len=3 -> 31 01 06
   537.622 |     6.518 |     23.0 |      0 | SET_INTERFACE intf=0 alt=1
   538.522 |     0.877 |     23.0 |      0 | SET_INTERFACE intf=1 alt=1
   538.845 |     0.300 |     23.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x86
   539.094 |     0.226 |     23.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x05
   539.741 |     0.624 |     23.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x83
   540.047 |     0.283 |     36.0 |      0 | GET_STATUS len=1 -> 32
   540.157 |     0.074 |    121.0 |      0 | GET_RATE ep=none wValue=0x0100 len=3 -> 48000 Hz
   555.150 |    14.872 |     51.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 48000 Hz
   555.278 |     0.077 |     60.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 48000 Hz
   555.447 |     0.109 |     58.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 48000 Hz
   555.600 |     0.095 |     63.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 48000 Hz
   555.739 |     0.076 |     59.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 48000 Hz
   555.893 |     0.095 |    125.0 |      0 | GET_RATE ep=0x86 wValue=0x0100 len=3 -> 48000 Hz
   607.151 |    51.133 |     29.0 |      0 | GET_STATUS len=1 -> 32
   607.278 |     0.098 | 1900092.0 |      0 | GET_STATUS len=1 -> 32
  2513.752 |     6.382 |     24.0 |  19479 | SET_INTERFACE intf=1 alt=0
  2514.176 |     0.400 |     23.0 |      0 | SET_INTERFACE intf=0 alt=0
  2519.657 |     5.458 |     23.0 |      0 | SET_INTERFACE intf=0 alt=1
  2520.778 |     1.098 |     23.0 |      0 | SET_INTERFACE intf=1 alt=1
  2521.284 |     0.483 |     24.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x86
  2521.770 |     0.462 |     24.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x05
  2522.134 |     0.340 |     25.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x83
  2522.512 |     0.353 |     36.0 |      0 | GET_STATUS len=1 -> 32
  2522.630 |     0.082 |    135.0 |      0 | GET_RATE ep=none wValue=0x0100 len=3 -> 48000 Hz
  2573.206 |    50.441 |     40.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 96000 Hz
  2584.367 |    11.121 |     51.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 96000 Hz
  2584.507 |     0.089 |     50.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 96000 Hz
  2584.645 |     0.088 |     50.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 96000 Hz
  2584.797 |     0.102 |     59.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 96000 Hz
  2584.972 |     0.116 |     51.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 96000 Hz
  2585.116 |     0.093 |    113.0 |      0 | GET_RATE ep=0x86 wValue=0x0100 len=3 -> 96000 Hz
  2636.315 |    51.086 |     35.0 |      0 | GET_STATUS len=1 -> 32
  2636.442 |     0.092 |     33.0 |      0 | GET_STATUS len=1 -> 32

================================================================================================
EVENT 8  [init+rate]  at 27.568975 s, 19 transfers, span 233.657 ms
================================================================================================
     t(ms) |   gap(ms) |  dur(us) | stream | Request
------------------------------------------------------------------------------------------------
     0.000 |           | 105499.0 |  18930 | GET_FIRMWARE len=3 -> 31 01 06
   111.734 |     6.235 |     24.0 |      0 | SET_INTERFACE intf=1 alt=0
   112.104 |     0.346 |     23.0 |      0 | SET_INTERFACE intf=0 alt=0
   117.523 |     5.396 |     26.0 |      0 | SET_INTERFACE intf=0 alt=1
   118.383 |     0.834 |     24.0 |      0 | SET_INTERFACE intf=1 alt=1
   118.688 |     0.281 |     24.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x86
   119.011 |     0.299 |     24.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x05
   119.294 |     0.259 |     27.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x83
   119.558 |     0.237 |     34.0 |      0 | GET_STATUS len=1 -> 32
   119.662 |     0.070 |    113.0 |      0 | GET_RATE ep=none wValue=0x0100 len=3 -> 96000 Hz
   170.842 |    51.067 |     52.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 44100 Hz
   181.784 |    10.890 |     52.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 44100 Hz
   181.886 |     0.050 |     51.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 44100 Hz
   181.991 |     0.054 |     50.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 44100 Hz
   182.095 |     0.054 |     51.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 44100 Hz
   182.217 |     0.071 |     54.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 44100 Hz
   182.328 |     0.057 |    134.0 |      0 | GET_RATE ep=0x86 wValue=0x0100 len=3 -> 44100 Hz
   233.525 |    51.063 |     33.0 |      0 | GET_STATUS len=1 -> 32
   233.618 |     0.060 |     39.0 |      0 | GET_STATUS len=1 -> 32

================================================================================================
EVENT 9  [init+rate]  at 29.505917 s, 19 transfers, span 245.638 ms
================================================================================================
     t(ms) |   gap(ms) |  dur(us) | stream | Request
------------------------------------------------------------------------------------------------
     0.000 |           | 117290.0 |  17111 | GET_FIRMWARE len=3 -> 31 01 06
   123.512 |     6.222 |     31.0 |      0 | SET_INTERFACE intf=1 alt=0
   123.848 |     0.305 |     24.0 |      0 | SET_INTERFACE intf=0 alt=0
   129.258 |     5.386 |     24.0 |      0 | SET_INTERFACE intf=0 alt=1
   130.068 |     0.786 |     23.0 |      0 | SET_INTERFACE intf=1 alt=1
   130.380 |     0.289 |     24.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x86
   130.697 |     0.293 |     23.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x05
   131.003 |     0.283 |     23.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x83
   131.242 |     0.216 |     49.0 |      0 | GET_STATUS len=1 -> 32
   131.343 |     0.052 |    156.0 |      0 | GET_RATE ep=none wValue=0x0100 len=3 -> 44100 Hz
   182.641 |    51.142 |     48.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 88200 Hz
   193.722 |    11.033 |     49.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 88200 Hz
   193.828 |     0.057 |     48.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 88200 Hz
   193.941 |     0.065 |     48.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 88200 Hz
   194.056 |     0.067 |     54.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 88200 Hz
   194.169 |     0.059 |     52.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 88200 Hz
   194.277 |     0.056 |    138.0 |      0 | GET_RATE ep=0x86 wValue=0x0100 len=3 -> 88200 Hz
   245.503 |    51.088 |     49.0 |      0 | GET_STATUS len=1 -> 32
   245.588 |     0.036 |     50.0 |      0 | GET_STATUS len=1 -> 32

================================================================================================
EVENT 10  [init+rate]  at 30.723574 s, 37 transfers, span 2172.491 ms
================================================================================================
     t(ms) |   gap(ms) |  dur(us) | stream | Request
------------------------------------------------------------------------------------------------
     0.000 |           |  87539.0 |  18399 | GET_FIRMWARE len=3 -> 31 01 06
    93.840 |     6.301 |     28.0 |      0 | SET_INTERFACE intf=1 alt=0
    94.271 |     0.403 |     24.0 |      0 | SET_INTERFACE intf=0 alt=0
    99.665 |     5.370 |     24.0 |      0 | SET_INTERFACE intf=0 alt=1
   100.846 |     1.157 |     23.0 |      0 | SET_INTERFACE intf=1 alt=1
   101.294 |     0.425 |     24.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x86
   101.707 |     0.389 |     29.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x05
   102.042 |     0.306 |     23.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x83
   102.381 |     0.316 |     30.0 |      0 | GET_STATUS len=1 -> 32
   102.447 |     0.036 |    114.0 |      0 | GET_RATE ep=none wValue=0x0100 len=3 -> 88200 Hz
   153.641 |    51.080 |     50.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 48000 Hz
   164.825 |    11.134 |     51.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 48000 Hz
   164.971 |     0.095 |     60.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 48000 Hz
   165.130 |     0.099 |     51.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 48000 Hz
   165.298 |     0.117 |     51.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 48000 Hz
   165.471 |     0.122 |     55.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 48000 Hz
   165.625 |     0.099 |    122.0 |      0 | GET_RATE ep=0x86 wValue=0x0100 len=3 -> 48000 Hz
   216.853 |    51.106 |     58.0 |      0 | GET_STATUS len=1 -> 32
   217.028 |     0.117 | 1826894.0 |      0 | GET_STATUS len=1 -> 32
  2050.200 |     6.278 |     23.0 |  18549 | SET_INTERFACE intf=1 alt=0
  2050.607 |     0.384 |     23.0 |      0 | SET_INTERFACE intf=0 alt=0
  2056.166 |     5.536 |     24.0 |      0 | SET_INTERFACE intf=0 alt=1
  2057.130 |     0.940 |     24.0 |      0 | SET_INTERFACE intf=1 alt=1
  2057.432 |     0.278 |     24.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x86
  2057.842 |     0.386 |     24.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x05
  2058.221 |     0.355 |     24.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x83
  2058.546 |     0.301 |     49.0 |      0 | GET_STATUS len=1 -> 32
  2058.631 |     0.036 |    133.0 |      0 | GET_RATE ep=none wValue=0x0100 len=3 -> 48000 Hz
  2109.247 |    50.483 |     51.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 96000 Hz
  2120.401 |    11.103 |     48.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 96000 Hz
  2120.542 |     0.093 |     48.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 96000 Hz
  2120.684 |     0.094 |     47.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 96000 Hz
  2120.832 |     0.101 |     47.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 96000 Hz
  2120.998 |     0.119 |     51.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 96000 Hz
  2121.101 |     0.052 |    138.0 |      0 | GET_RATE ep=0x86 wValue=0x0100 len=3 -> 96000 Hz
  2172.345 |    51.106 |     30.0 |      0 | GET_STATUS len=1 -> 32
  2172.460 |     0.085 |     31.0 |      0 | GET_STATUS len=1 -> 32

================================================================================================
EVENT 11  [init+rate]  at 33.866568 s, 19 transfers, span 131.496 ms
================================================================================================
     t(ms) |   gap(ms) |  dur(us) | stream | Request
------------------------------------------------------------------------------------------------
     0.000 |           |   3727.0 |  18221 | GET_FIRMWARE len=3 -> 31 01 06
     9.906 |     6.179 |     24.0 |      0 | SET_INTERFACE intf=1 alt=0
    10.200 |     0.270 |     24.0 |      0 | SET_INTERFACE intf=0 alt=0
    15.567 |     5.343 |     24.0 |      0 | SET_INTERFACE intf=0 alt=1
    16.405 |     0.814 |     24.0 |      0 | SET_INTERFACE intf=1 alt=1
    16.827 |     0.398 |     23.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x86
    17.179 |     0.329 |     24.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x05
    17.440 |     0.237 |     24.0 |      0 | CLEAR_FEATURE(ENDPOINT_HALT) ep=0x83
    17.690 |     0.226 |     30.0 |      0 | GET_STATUS len=1 -> 32
    17.730 |     0.010 |    119.0 |      0 | GET_RATE ep=none wValue=0x0100 len=3 -> 96000 Hz
    68.872 |    51.023 |     65.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 44100 Hz
    79.607 |    10.670 |     59.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 44100 Hz
    79.749 |     0.083 |     51.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 44100 Hz
    79.866 |     0.066 |     51.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 44100 Hz
    79.966 |     0.049 |     51.0 |      0 | SET_RATE ep=0x05 wValue=0x0100 len=3 -> 44100 Hz
    80.083 |     0.066 |     52.0 |      0 | SET_RATE ep=0x86 wValue=0x0100 len=3 -> 44100 Hz
    80.182 |     0.047 |    154.0 |      0 | GET_RATE ep=0x86 wValue=0x0100 len=3 -> 44100 Hz
   131.421 |    51.085 |     30.0 |      0 | GET_STATUS len=1 -> 32
   131.467 |     0.016 |     29.0 |      0 | GET_STATUS len=1 -> 32

