Timestamp    |     d(ms) | Direction  | Target   | Bytes | Payload Data
25.222680    |     0.100 | SETUP      | 8.0      | 8     | c0 56 00 00 00 00 03 00   <- GET_FIRMWARE len=3
25.222703    |     0.023 | IN         | 8.0      | 3     | 31 01 06
25.222720    |     0.017 | OUT        | 8.0      | 0     | []
25.223009    |     0.289 | SETUP      | 8.0      | 8     | 01 0b 01 00 00 00 00 00   <- SET_INTERFACE intf=0 alt=1
25.223032    |     0.023 | IN         | 8.0      | 0     | []
25.223987    |     0.955 | SETUP      | 8.0      | 8     | 01 0b 01 00 01 00 00 00   <- SET_INTERFACE intf=1 alt=1
25.224010    |     0.023 | IN         | 8.0      | 0     | []
25.224390    |     0.380 | SETUP      | 8.0      | 8     | 02 01 00 00 86 00 00 00   <- CLEAR_FEATURE(ENDPOINT_HALT) ep=0x86
25.224413    |     0.023 | IN         | 8.0      | 0     | []
25.224928    |     0.515 | SETUP      | 8.0      | 8     | 02 01 00 00 05 00 00 00   <- CLEAR_FEATURE(ENDPOINT_HALT) ep=0x05
25.224955    |     0.027 | IN         | 8.0      | 0     | []
25.225262    |     0.307 | SETUP      | 8.0      | 8     | 02 01 00 00 83 00 00 00   <- CLEAR_FEATURE(ENDPOINT_HALT) ep=0x83
25.225286    |     0.024 | IN         | 8.0      | 0     | []
25.225625    |     0.339 | SETUP      | 8.0      | 8     | c0 49 00 00 00 00 01 00   <- GET_STATUS len=1
25.225649    |     0.024 | IN         | 8.0      | 1     | 12
25.225654    |     0.005 | OUT        | 8.0      | 0     | []
25.225665    |     0.011 | SETUP      | 8.0      | 8     | c0 49 00 00 00 00 01 00   <- GET_STATUS len=1
25.225689    |     0.024 | IN         | 8.0      | 1     | 12
25.225695    |     0.006 | OUT        | 8.0      | 0     | []
25.225705    |     0.010 | SETUP      | 8.0      | 8     | 40 49 32 00 00 00 00 00   <- SET_STATUS wValue=0x0032
25.225918    |     0.213 | IN         | 8.0      | 0     | []
25.225930    |     0.012 | SETUP      | 8.0      | 8     | c0 49 00 00 00 00 01 00   <- GET_STATUS len=1
25.225954    |     0.024 | IN         | 8.0      | 1     | 32
25.225959    |     0.005 | OUT        | 8.0      | 0     | []
25.225991    |     0.032 | SETUP      | 8.0      | 8     | c0 56 00 00 00 00 03 00   <- GET_FIRMWARE len=3
25.226015    |     0.024 | IN         | 8.0      | 3     | 31 01 06
25.226020    |     0.005 | OUT        | 8.0      | 0     | []
25.226398    |     0.378 | SETUP      | 8.0      | 8     | 01 0b 01 00 00 00 00 00   <- SET_INTERFACE intf=0 alt=1
25.226422    |     0.024 | IN         | 8.0      | 0     | []
25.227362    |     0.940 | SETUP      | 8.0      | 8     | 01 0b 01 00 01 00 00 00   <- SET_INTERFACE intf=1 alt=1
25.227395    |     0.033 | IN         | 8.0      | 0     | []
25.227791    |     0.396 | SETUP      | 8.0      | 8     | 02 01 00 00 86 00 00 00   <- CLEAR_FEATURE(ENDPOINT_HALT) ep=0x86
25.227815    |     0.024 | IN         | 8.0      | 0     | []
25.228201    |     0.386 | SETUP      | 8.0      | 8     | 02 01 00 00 05 00 00 00   <- CLEAR_FEATURE(ENDPOINT_HALT) ep=0x05
25.228225    |     0.024 | IN         | 8.0      | 0     | []
25.228575    |     0.350 | SETUP      | 8.0      | 8     | 02 01 00 00 83 00 00 00   <- CLEAR_FEATURE(ENDPOINT_HALT) ep=0x83
25.228598    |     0.023 | IN         | 8.0      | 0     | []
25.228974    |     0.376 | SETUP      | 8.0      | 8     | c0 49 00 00 00 00 01 00   <- GET_STATUS len=1
25.228998    |     0.024 | IN         | 8.0      | 1     | 32
25.229003    |     0.005 | OUT        | 8.0      | 0     | []
25.229014    |     0.011 | SETUP      | 8.0      | 8     | a2 81 00 01 00 00 03 00   <- GET_RATE ep=none wValue=0x0100 len=3
25.229121    |     0.107 | IN         | 8.0      | 3     | 44 ac 00
25.229127    |     0.006 | OUT        | 8.0      | 0     | []
25.244144    |    15.017 | SETUP      | 8.0      | 8     | 22 01 00 01 86 00 03 00   <- SET_RATE ep=0x86 wValue=0x0100 len=3
25.244169    |     0.025 | OUT        | 8.0      | 3     | 44 ac 00
25.244195    |     0.026 | IN         | 8.0      | 0     | []
25.244204    |     0.009 | SETUP      | 8.0      | 8     | 22 01 00 01 05 00 03 00   <- SET_RATE ep=0x05 wValue=0x0100 len=3
25.244270    |     0.066 | OUT        | 8.0      | 3     | 44 ac 00
25.244297    |     0.027 | IN         | 8.0      | 0     | []
25.244305    |     0.008 | SETUP      | 8.0      | 8     | 22 01 00 01 86 00 03 00   <- SET_RATE ep=0x86 wValue=0x0100 len=3
25.244372    |     0.067 | OUT        | 8.0      | 3     | 44 ac 00
25.244398    |     0.026 | IN         | 8.0      | 0     | []
25.244422    |     0.024 | SETUP      | 8.0      | 8     | 22 01 00 01 05 00 03 00   <- SET_RATE ep=0x05 wValue=0x0100 len=3
25.244473    |     0.051 | OUT        | 8.0      | 3     | 44 ac 00
25.244500    |     0.027 | IN         | 8.0      | 0     | []
25.244562    |     0.062 | SETUP      | 8.0      | 8     | 22 01 00 01 86 00 03 00   <- SET_RATE ep=0x86 wValue=0x0100 len=3
25.244587    |     0.025 | OUT        | 8.0      | 3     | 44 ac 00
25.244613    |     0.026 | IN         | 8.0      | 0     | []
25.244622    |     0.009 | SETUP      | 8.0      | 8     | a2 81 00 01 86 00 03 00   <- GET_RATE ep=0x86 wValue=0x0100 len=3
25.244750    |     0.128 | IN         | 8.0      | 3     | 44 ac 00
25.244756    |     0.006 | OUT        | 8.0      | 0     | []
25.295774    |    51.018 | SETUP      | 8.0      | 8     | c0 49 00 00 00 00 01 00   <- GET_STATUS len=1
25.295797    |     0.023 | IN         | 8.0      | 1     | 32
25.295808    |     0.011 | OUT        | 8.0      | 0     | []
25.295857    |     0.049 | SETUP      | 8.0      | 8     | c0 49 00 00 00 00 01 00   <- GET_STATUS len=1
25.295881    |     0.024 | IN         | 8.0      | 1     | 32
25.295887    |     0.006 | OUT        | 8.0      | 0     | []
25.295935    |     0.048 | OUT        | 8.5      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
25.295946    |     0.011 | OUT        | 8.5      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
25.307311    |    11.365 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
.... 39723 transactions omitted over 4.000436 s (25.307353 -> 29.307789): 22062 IN 8.6, 17661 OUT 8.5
29.307867    |     0.078 | OUT        | 8.5      | 512   | 03 03 03 03 03 03 03 03 03 03 00 00 00 00 00 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
29.308020    |     0.153 | OUT        | 8.5      | 512   | 03 03 03 03 03 03 03 00 03 00 00 03 03 03 03 03 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
29.308088    |     0.068 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
29.308238    |     0.150 | IN         | 8.3      | 5     | fd fd 7f 90 fb
29.308245    |     0.007 | OUT        | 8.5      | 512   | 00 00 00 00 00 00 00 03 03 03 00 00 03 00 03 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
29.308292    |     0.047 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
29.308467    |     0.175 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
.... 5 transactions omitted over 0.000295 s (29.308477 -> 29.308772): 2 IN 8.6, 3 OUT 8.5
29.308900    |     0.128 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
29.309076    |     0.176 | OUT        | 8.5      | 512   | 03 03 03 03 03 03 03 03 03 00 03 00 03 00 00 03 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
29.309148    |     0.072 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
29.309299    |     0.151 | IN         | 8.3      | 5     | fd fd 92 13 fb
29.309301    |     0.002 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
29.309311    |     0.010 | OUT        | 8.5      | 512   | 03 03 03 03 03 03 03 03 03 03 03 03 00 03 03 03 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
29.309492    |     0.181 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
.... 6 transactions omitted over 0.000469 s (29.309535 -> 29.310004): 3 IN 8.6, 3 OUT 8.5
29.310287    |     0.283 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
29.310297    |     0.010 | OUT        | 8.5      | 512   | 03 03 03 03 03 03 03 00 03 00 03 00 00 00 00 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
29.310458    |     0.161 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
29.310516    |     0.058 | IN         | 8.3      | 5     | fd fd fd 7f fb
29.310536    |     0.020 | OUT        | 8.5      | 512   | 00 00 00 00 00 00 00 00 00 03 00 00 00 03 03 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
29.310638    |     0.102 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
29.310737    |     0.099 | OUT        | 8.5      | 512   | 03 03 03 03 03 03 03 00 00 00 00 03 00 00 03 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
.... 8273 transactions omitted over 0.818725 s (29.310877 -> 30.129602): 4597 IN 8.6, 3676 OUT 8.5
30.129637    |     0.035 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
30.129819    |     0.182 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
30.129829    |     0.010 | OUT        | 8.5      | 512   | 00 00 00 00 00 00 03 00 00 00 03 00 03 03 03 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
30.129891    |     0.062 | IN         | 8.3      | 0     | []
30.129898    |     0.007 | OUT        | 8.5      | 512   | 03 03 03 03 03 03 00 00 00 00 00 00 03 00 00 03 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
30.130082    |     0.184 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
30.130125    |     0.043 | OUT        | 8.5      | 512   | 03 03 03 03 03 00 03 00 03 00 00 00 00 03 00 03 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
.... 30494 transactions omitted over 3.009405 s (30.130263 -> 33.139668): 16853 IN 8.6, 13641 OUT 8.5
33.139717    |     0.049 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
33.139870    |     0.153 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
33.139879    |     0.009 | OUT        | 8.5      | 512   | 03 03 03 03 03 03 00 03 00 03 00 03 03 03 03 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
33.139941    |     0.062 | IN         | 8.3      | 0     | []
33.140120    |     0.179 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
33.140130    |     0.010 | OUT        | 8.5      | 512   | 03 03 03 03 03 03 00 03 00 03 00 00 00 00 03 03 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
33.140301    |     0.171 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
.... 3189 transactions omitted over 0.316660 s (33.140344 -> 33.457004): 1766 IN 8.6, 1423 OUT 8.5
33.457039    |     0.035 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
33.457221    |     0.182 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
33.457231    |     0.010 | OUT        | 8.5      | 512   | 00 00 00 00 00 00 00 00 00 03 00 03 03 00 03 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
33.457293    |     0.062 | IN         | 8.3      | 0     | []
33.457300    |     0.007 | OUT        | 8.5      | 512   | 03 03 03 03 03 03 03 03 03 00 00 03 03 00 00 03 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
33.457482    |     0.182 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
33.457525    |     0.043 | OUT        | 8.5      | 512   | 00 00 00 00 00 00 00 00 03 03 00 03 00 00 03 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
.... 22961 transactions omitted over 2.262765 s (33.457662 -> 35.720427): 12678 IN 8.6, 10283 OUT 8.5
35.720554    |     0.127 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
35.720642    |     0.088 | OUT        | 8.5      | 512   | 00 00 00 00 00 00 03 03 00 00 00 03 03 03 00 03 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
35.720733    |     0.091 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
35.720777    |     0.044 | IN         | 8.3      | 0     | []
35.720804    |     0.027 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
35.720993    |     0.189 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
35.721002    |     0.009 | OUT        | 8.5      | 512   | 03 03 03 03 03 00 03 03 03 00 03 00 03 00 00 03 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
.... 23869 transactions omitted over 2.365191 s (35.721163 -> 38.086354): 13210 IN 8.6, 10659 OUT 8.5
38.086389    |     0.035 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
38.086594    |     0.205 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
38.086603    |     0.009 | OUT        | 8.5      | 512   | 00 00 00 00 00 00 00 00 03 00 00 00 03 00 03 03 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
38.086665    |     0.062 | IN         | 8.3      | 0     | []
38.086672    |     0.007 | OUT        | 8.5      | 512   | 03 03 03 03 03 03 03 03 00 00 03 03 00 03 00 03 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
38.086833    |     0.161 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
38.086899    |     0.066 | OUT        | 8.5      | 512   | 03 03 03 03 03 03 03 03 03 00 00 00 03 03 03 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
.... 2968 transactions omitted over 0.294593 s (38.087015 -> 38.381608): 1650 IN 8.6, 1318 OUT 8.5
38.381643    |     0.035 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
38.381819    |     0.176 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
38.381829    |     0.010 | OUT        | 8.5      | 512   | 03 03 03 03 03 03 03 03 03 03 03 00 03 03 03 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
38.381891    |     0.062 | IN         | 8.3      | 0     | []
38.382047    |     0.156 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
38.382091    |     0.044 | OUT        | 8.5      | 512   | 03 03 03 03 03 03 03 03 03 03 00 03 00 03 00 03 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
38.382251    |     0.160 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
.... 554 transactions omitted over 0.054160 s (38.382317 -> 38.436477): 307 IN 8.6, 247 OUT 8.5
38.436512    |     0.035 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
38.436695    |     0.183 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
38.436704    |     0.009 | OUT        | 8.5      | 512   | 00 00 00 00 00 00 00 00 00 03 00 00 03 03 00 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
38.436767    |     0.063 | IN         | 8.3      | 0     | []
38.436805    |     0.038 | OUT        | 8.5      | 512   | 03 03 03 03 03 03 03 03 03 03 00 00 03 00 00 03 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
38.436943    |     0.138 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
38.437044    |     0.101 | OUT        | 8.5      | 512   | 03 03 03 03 03 03 03 03 03 00 03 00 03 03 03 03 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
.... 17393 transactions omitted over 1.722503 s (38.437135 -> 40.159638): 9601 IN 8.6, 7792 OUT 8.5
40.159813    |     0.175 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
40.159823    |     0.010 | OUT        | 8.5      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... fd ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
40.159984    |     0.161 | IN         | 8.6      | 512   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... [464 bytes] ... 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
44.721464    |  4561.480 | SETUP      | 0.0      | 8     | 80 06 00 01 00 00 40 00   <- GET_DESCRIPTOR wValue=0x0100 len=64
44.721530    |     0.066 | IN         | 0.0      | 18    | 12 01 00 02 ff ff ff 40 0c 20 37 10 00 01 01 02 03 01
44.721536    |     0.006 | OUT        | 0.0      | 0     | []
44.838714    |   117.178 | SETUP      | 0.0      | 8     | 00 05 09 00 00 00 00 00   <- SET_ADDRESS wValue=0x0009
44.838735    |     0.021 | IN         | 0.0      | 0     | []
44.854685    |    15.950 | SETUP      | 9.0      | 8     | 80 06 00 01 00 00 12 00   <- GET_DESCRIPTOR wValue=0x0100 len=18
44.854751    |     0.066 | IN         | 9.0      | 18    | 12 01 00 02 ff ff ff 40 0c 20 37 10 00 01 01 02 03 01
44.854757    |     0.006 | OUT        | 9.0      | 0     | []
44.854806    |     0.049 | SETUP      | 9.0      | 8     | 80 06 00 02 00 00 09 00   <- GET_DESCRIPTOR wValue=0x0200 len=9
44.854851    |     0.045 | IN         | 9.0      | 9     | 09 02 49 00 02 01 00 c0 00
44.854856    |     0.005 | OUT        | 9.0      | 0     | []
44.854921    |     0.065 | SETUP      | 9.0      | 8     | 80 06 00 02 00 00 49 00   <- GET_DESCRIPTOR wValue=0x0200 len=73
44.855076    |     0.155 | IN         | 9.0      | 64    | 09 02 49 00 02 01 00 c0 00 09 04 00 00 00 ff 00 ... [16 bytes] ... 00 01 07 05 83 02 00 02 01 07 05 05 02 00 02 01 09 04 01 00 00 ff 00 00 00 09 04 01 01 01 ff 00
44.855100    |     0.024 | IN         | 9.0      | 9     | 00 00 07 05 86 02 00 02 01
44.855106    |     0.006 | OUT        | 9.0      | 0     | []
44.855123    |     0.017 | SETUP      | 9.0      | 8     | 80 06 00 03 00 00 ff 00   <- GET_DESCRIPTOR wValue=0x0300 len=255
44.855167    |     0.044 | IN         | 9.0      | 4     | 04 03 09 04
44.855173    |     0.006 | OUT        | 9.0      | 0     | []
44.855219    |     0.046 | SETUP      | 9.0      | 8     | 80 06 02 03 09 04 ff 00   <- GET_DESCRIPTOR wValue=0x0302 wIndex=0x0409 len=255
